Hour_End,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,ERCOT
1/1/2013 1:00,7606.26354,1073.89244,1411.75057,784.97817,10369.09439,2206.67508,4368.49095,882.93190,28704.07703
1/1/2013 2:00,7388.08271,1035.02194,1403.47229,776.30739,10152.35852,2159.73321,4233.58797,872.40475,28020.96877
1/1/2013 3:00,7178.86788,1036.08870,1395.05315,768.12575,9988.05142,2065.11471,4082.86286,868.85394,27383.01840
1/1/2013 4:00,7038.82258,1032.64884,1395.50882,770.93797,9946.65865,1990.90370,4010.48961,865.70120,27051.67137
1/1/2013 5:00,6990.85794,1042.82304,1401.21684,779.08931,10096.66419,1954.80759,4038.65600,879.92425,27184.03916
1/1/2013 6:00,7049.79019,1069.14338,1419.45942,799.66553,10470.76587,1961.81166,4174.01274,911.11081,27855.75959
1/1/2013 7:00,7176.99534,1109.02096,1444.36332,815.01216,10890.04739,1994.28665,4360.95235,950.71335,28741.39153
1/1/2013 8:00,7222.68006,1148.71573,1463.18411,834.53885,11189.39985,2041.82164,4522.10731,989.52817,29411.97572
1/1/2013 9:00,7313.82729,1196.90876,1474.80541,861.58370,11626.46969,2131.38675,4688.30991,1021.07846,30314.36997
1/1/2013 10:00,7676.26309,1235.78260,1500.83736,891.11264,12309.87420,2249.79490,4992.41342,1047.99936,31904.07757
1/1/2013 11:00,8060.58586,1406.42954,1507.77108,914.01180,12934.21022,2341.64842,5270.26150,1048.64139,33483.55981
1/1/2013 12:00,8392.87294,1342.00099,1489.98077,925.36461,13200.59964,2390.55453,5427.13822,1040.21430,34208.72600
1/1/2013 13:00,8508.46028,1328.37728,1467.22426,916.29755,13061.03760,2419.44341,5449.83339,1023.16108,34173.83485
1/1/2013 14:00,8497.61955,1319.83414,1439.25417,902.87013,12849.92556,2392.04750,5401.31403,996.80416,33799.66924
1/1/2013 15:00,8466.28444,1296.62066,1419.77915,891.50829,12723.70340,2359.21865,5287.69987,974.87310,33419.68756
1/1/2013 16:00,8430.93026,1298.20564,1410.69273,891.19739,12609.05231,2359.25797,5225.69464,964.86492,33189.89586
1/1/2013 17:00,8559.85738,1320.74402,1424.58158,907.79049,13027.14291,2373.88542,5319.84055,987.85352,33921.69586
1/1/2013 18:00,9094.19777,1420.35173,1467.44718,952.91136,14089.02237,2494.39238,5756.90891,1051.77463,36327.00631
1/1/2013 19:00,9538.66375,1481.98215,1543.82335,981.60602,14736.17039,2732.59656,6293.95579,1128.53191,38437.32991
1/1/2013 20:00,9561.89840,1482.73508,1567.12622,979.69130,14707.85742,2756.55497,6349.71538,1141.57361,38547.15238
1/1/2013 21:00,9511.65806,1468.03167,1574.66214,972.51189,14595.25893,2740.98240,6323.19381,1143.91194,38330.21083
1/1/2013 22:00,9330.17973,1383.80166,1564.78647,949.74920,14242.97434,2668.15057,6196.42094,1126.71394,37462.77685
1/1/2013 23:00,8959.04672,1350.50617,1535.76773,910.12303,13607.98818,2550.20429,5920.11000,1092.90543,35926.65153
1/2/2013 0:00,8504.49635,1320.85193,1501.87438,875.17023,12942.57759,2400.97420,5615.98888,1056.34643,34218.28000
1/2/2013 1:00,8100.21442,1272.27615,1519.35910,848.24562,12448.29958,2363.74090,5430.17758,1031.98546,33014.29881
1/2/2013 2:00,7936.35257,1254.13061,1515.81294,846.22376,12282.54623,2278.97564,5377.34385,1032.56792,32523.95351
1/2/2013 3:00,7903.61599,1253.81019,1520.71657,856.47834,12295.87569,2242.24112,5398.59096,1041.71025,32513.03912
1/2/2013 4:00,7979.40594,1274.25558,1535.28640,868.01617,12524.20037,2236.22901,5514.64919,1062.69873,32994.74139
1/2/2013 5:00,8235.65126,1313.23115,1550.10081,888.62664,13057.20272,2320.55037,5759.63250,1097.13909,34222.13452
1/2/2013 6:00,8842.35077,1387.98675,1598.11870,936.44683,14042.49051,2504.83732,6269.86082,1171.67748,36753.76917
1/2/2013 7:00,9571.10777,1495.71944,1664.16537,1003.21062,15182.13444,2779.15372,6865.50998,1256.14543,39817.14677
1/2/2013 8:00,10047.54751,1602.60448,1723.48096,1045.23394,15850.48999,2949.42141,7200.95037,1326.25397,41745.98262
1/2/2013 9:00,10273.69669,1625.51466,1722.37590,1051.06522,15860.50465,3088.79415,7266.55697,1352.20441,42240.71264
1/2/2013 10:00,10568.51562,1631.24909,1716.75860,1046.36276,15959.58046,3194.44884,7338.99909,1342.03636,42797.95082
1/2/2013 11:00,10803.83996,1677.11249,1699.81110,1036.47446,15841.23494,3292.79597,7353.11486,1312.37887,43016.76266
1/2/2013 12:00,11009.53797,1642.66409,1655.73387,1012.63854,15558.05948,3354.13374,7298.86366,1261.42426,42793.05561
1/2/2013 13:00,11113.49022,1645.38617,1601.21046,971.06687,15182.23217,3410.28509,7172.78346,1210.18184,42306.63627
1/2/2013 14:00,11170.19126,1606.00833,1568.94583,936.90972,14747.21389,3402.82126,7018.04806,1156.13900,41606.27736
1/2/2013 15:00,11101.18991,1531.36822,1536.39314,911.31879,14435.69860,3576.03441,6863.78222,1110.87286,41066.65815
1/2/2013 16:00,11088.88202,1589.80625,1518.91083,896.68018,14267.69860,3574.82250,6775.03837,1091.40957,40803.24830
1/2/2013 17:00,11163.58618,1595.69578,1516.15179,894.73271,14366.50069,3635.82397,6836.68828,1100.27436,41109.45377
1/2/2013 18:00,11672.34838,1693.10226,1535.39877,942.30228,15258.62413,3795.86543,7220.30467,1145.86004,43263.80595
1/2/2013 19:00,11965.33478,1742.68744,1622.01253,1000.72160,16220.04623,4071.58116,7650.51000,1227.88069,45500.77443
1/2/2013 20:00,11806.20483,1733.15652,1649.43965,1010.18880,16279.87785,4094.44042,7620.69365,1249.45734,45443.45906
1/2/2013 21:00,11544.92599,1700.13273,1658.89679,1015.94881,16282.78499,4051.77754,7522.56171,1255.66595,45032.69451
1/2/2013 22:00,11113.30342,1647.86385,1655.60794,998.40693,15983.93625,3805.35930,7261.45299,1246.08212,43712.01279
1/2/2013 23:00,10471.20689,1557.96747,1620.90787,965.42173,15216.71913,3612.53558,6899.98205,1216.95132,41561.69204
1/3/2013 0:00,9823.01899,1428.28459,1582.25045,935.19756,14524.46816,3390.98080,6503.63327,1179.61581,39367.44961
1/3/2013 1:00,9451.77116,1444.98124,1580.15631,922.51067,14161.76317,3130.23317,6232.75063,1161.24705,38085.41340
1/3/2013 2:00,9238.73731,1438.20528,1565.44286,916.70835,14010.90349,3027.98334,6165.21112,1157.74166,37520.93340
1/3/2013 3:00,9141.01525,1401.33986,1564.65813,920.35233,14039.30703,2972.53034,6125.17663,1149.99305,37314.37261
1/3/2013 4:00,9169.09619,1423.98538,1576.07962,924.05302,14252.21335,2953.35582,6205.12681,1155.13892,37659.04910
1/3/2013 5:00,9368.64319,1474.87345,1580.23779,946.54046,14706.28740,3006.16120,6386.85119,1181.12336,38650.71803
1/3/2013 6:00,9922.16658,1570.10146,1621.36073,994.54605,15638.95625,3186.57228,6780.03635,1231.53121,40945.27092
1/3/2013 7:00,10625.50062,1690.44682,1681.05066,1067.54585,16792.75373,3445.62606,7281.80188,1309.06585,43893.79146
1/3/2013 8:00,10944.18113,1749.15138,1722.21560,1099.19707,17283.80162,3575.04058,7524.44928,1359.49692,45257.53358
1/3/2013 9:00,10929.56926,1747.14789,1769.60720,1076.20311,16707.59339,3610.83551,7477.27114,1355.09732,44673.32482
1/3/2013 10:00,10921.46427,1686.63910,1730.95872,1034.44858,15961.04758,3613.52364,7431.80354,1338.46248,43718.34791
1/3/2013 11:00,10894.01530,1617.57137,1742.20209,994.15911,15265.64053,3904.12154,7326.94045,1309.45351,43054.10389
1/3/2013 12:00,10583.70232,1518.84644,1739.47020,951.81977,14499.99435,3905.86414,7243.71944,1278.17614,41721.59280
1/3/2013 13:00,10287.10326,1444.59035,1717.10531,910.37060,13827.61409,3877.11546,7139.24599,1246.62870,40449.77376
1/3/2013 14:00,10044.34052,1406.07776,1723.14790,889.37119,13297.62318,3821.92055,7007.39293,1221.20026,39411.07429
1/3/2013 15:00,9879.16689,1365.21249,1711.03853,873.46635,12887.38113,3785.79332,6901.59127,1203.31687,38606.96684
1/3/2013 16:00,9923.79770,1393.85971,1708.34955,859.58752,12708.44507,3736.13819,6856.00856,1206.47857,38392.66487
1/3/2013 17:00,10040.47498,1433.74405,1725.31968,859.05758,13026.56003,3763.96744,6987.38323,1210.21623,39046.72322
1/3/2013 18:00,10599.21946,1514.78612,1752.72045,912.33812,13907.64133,3891.23505,7345.48023,1240.21883,41163.63958
1/3/2013 19:00,10945.46993,1577.70851,1797.18826,973.31341,14823.23360,4131.42678,7685.08948,1297.16109,43230.59106
1/3/2013 20:00,10844.01697,1562.30023,1793.29407,984.22614,14748.48958,4167.81705,7587.80325,1286.04155,42973.98883
1/3/2013 21:00,10620.59950,1550.51037,1787.72908,986.08740,14571.19220,4121.19392,7423.82297,1263.04045,42324.17589
1/3/2013 22:00,10240.91904,1519.37583,1748.04998,969.53275,14086.44070,3711.03363,7119.22397,1232.79964,40627.37554
1/3/2013 23:00,9697.70330,1453.98003,1684.05158,924.89048,13205.36821,3514.20075,6624.27768,1172.39991,38276.87193
1/4/2013 0:00,9165.10424,1377.29495,1645.93857,882.47640,12261.07368,3272.30442,6132.56972,1113.23794,35849.99990
1/4/2013 1:00,8784.85102,1320.72836,1625.08833,853.61278,11747.51183,3097.95602,5818.36227,1080.71989,34328.83050
1/4/2013 2:00,8615.63059,1272.75459,1606.48581,838.63273,11548.67920,2992.39953,5655.23263,1062.05554,33591.87061
1/4/2013 3:00,8519.18858,1275.38456,1604.55504,839.26092,11516.75657,2963.66112,5603.25959,1079.59245,33401.65882
1/4/2013 4:00,8555.25011,1256.85018,1601.18188,847.66544,11601.87952,2977.42975,5691.10997,1104.18421,33635.55105
1/4/2013 5:00,8755.60690,1303.33155,1609.48740,868.85205,11955.24592,3053.40969,5943.45513,1138.04469,34627.43332
1/4/2013 6:00,9259.16589,1385.72997,1651.13653,908.51681,12817.19019,3249.82602,6437.78808,1195.66823,36905.02171
1/4/2013 7:00,9929.67125,1489.96307,1700.02755,971.18297,13887.62944,3511.01259,7034.42470,1273.15901,39797.07059
1/4/2013 8:00,10302.11724,1504.96112,1739.19868,1004.43745,14480.80812,3656.96582,7350.83787,1326.35182,41365.67814
1/4/2013 9:00,10455.50546,1575.81081,1745.60010,1004.67114,14438.12245,3691.86960,7387.97918,1345.64592,41645.20466
1/4/2013 10:00,10646.54953,1560.81379,1742.47335,990.57265,14495.66453,4037.38956,7418.68285,1336.36122,42228.50748
1/4/2013 11:00,10756.69651,1544.61939,1731.16893,978.30547,14336.54449,4045.52091,7440.20896,1311.53986,42144.60451
1/4/2013 12:00,10838.89568,1538.07622,1735.54346,946.08090,14016.86048,4014.87129,7431.63725,1290.13223,41812.09751
1/4/2013 13:00,10747.81182,1488.50524,1714.22005,909.29066,13556.20651,3991.20040,7331.64656,1269.55195,41008.43319
1/4/2013 14:00,10673.84861,1432.38459,1720.65184,890.08509,13116.59595,3945.71301,7217.09675,1256.76485,40253.14069
1/4/2013 15:00,10572.89014,1409.62838,1720.11506,877.11582,12578.60470,3925.36149,7096.86921,1241.70832,39422.29311
1/4/2013 16:00,10530.60145,1380.73874,1722.75625,871.29893,12326.47398,3873.95840,7088.75230,1242.48940,39037.06946
1/4/2013 17:00,10544.60915,1401.60894,1738.21346,875.83044,12488.18144,3902.02604,7150.68273,1249.09666,39350.24885
1/4/2013 18:00,10895.10283,1469.00360,1738.94817,907.99122,13306.03663,4015.43551,7415.19641,1274.02671,41021.74107
1/4/2013 19:00,11080.96505,1519.64515,1770.69766,935.46129,13934.58713,4198.37883,7662.67641,1312.36614,42414.77766
1/4/2013 20:00,10865.43097,1514.39359,1763.44653,925.13304,13783.04315,4194.35869,7509.42444,1293.92274,41849.15315
1/4/2013 21:00,10627.88710,1490.60250,1747.47868,913.51323,13572.15291,4134.12498,7319.04828,1269.08729,41073.89497
1/4/2013 22:00,10306.47167,1461.47646,1722.03097,893.65506,13214.02671,4030.32391,7058.12903,1236.24534,39922.35914
1/4/2013 23:00,9817.94699,1395.19701,1682.25702,861.96417,12571.13765,3594.09628,6676.76798,1189.67637,37789.04346
1/5/2013 0:00,9242.03654,1340.00189,1639.42994,822.93854,11835.07823,3431.31759,6291.77815,1136.43227,35739.01316
1/5/2013 1:00,8779.30667,1288.80274,1565.82990,800.85507,11334.24641,3248.13139,5950.95559,1099.82876,34067.95653
1/5/2013 2:00,8503.88681,1336.75683,1556.94732,784.05504,11042.73391,3150.64613,5750.03367,1076.15120,33201.21091
1/5/2013 3:00,8364.23476,1227.93762,1553.43382,780.17547,10897.16781,3098.14213,5637.33102,1067.61648,32626.03910
1/5/2013 4:00,8335.03778,1233.93302,1553.54244,813.50611,10847.33154,3069.11429,5604.27222,1066.28185,32523.01924
1/5/2013 5:00,8450.76085,1346.63379,1564.47920,829.14387,11093.83740,3108.45879,5657.63892,1078.61868,33129.57149
1/5/2013 6:00,8673.47255,1273.45339,1590.64475,829.15767,11624.12856,3215.49128,5820.09051,1104.71404,34131.15274
1/5/2013 7:00,9001.12254,1513.79148,1616.93221,856.93906,12273.20118,3303.27734,6045.22010,1144.84568,35755.32959
1/5/2013 8:00,9350.03740,1501.62049,1647.46462,882.82087,12844.30281,3413.70807,6257.73708,1193.41057,37091.10192
1/5/2013 9:00,9658.93700,1377.77475,1649.56015,898.85271,13207.63843,3546.86304,6399.69161,1218.73577,37958.05345
1/5/2013 10:00,10033.05701,1438.23267,1634.00409,906.13653,13447.71697,3628.80299,6484.86720,1218.57452,38791.39197
1/5/2013 11:00,10284.82244,1450.23071,1611.99544,900.85188,13402.77537,3621.88741,6463.91144,1188.01439,38924.48908
1/5/2013 12:00,10384.86899,1428.82180,1578.80876,879.25333,13024.86273,3547.98189,6265.81681,1135.95543,38246.36975
1/5/2013 13:00,10304.51678,1355.13076,1531.02329,844.24945,12415.39716,3482.43000,5956.39977,1069.03358,36958.18079
1/5/2013 14:00,10165.86867,1331.37986,1489.56661,806.71906,11621.42830,3365.85120,5603.29474,1009.77232,35393.88077
1/5/2013 15:00,10015.00793,1293.28488,1449.00052,774.23338,11006.16109,3268.32850,5301.49649,967.72026,34075.23305
1/5/2013 16:00,9909.89921,1263.28874,1421.04539,753.78025,10642.11550,3181.36208,5138.86559,941.28570,33251.64246
1/5/2013 17:00,9825.21742,1264.58750,1411.37119,755.14462,10568.61596,3174.12743,5096.72274,931.65039,33027.43724
1/5/2013 18:00,10118.22979,1510.33496,1430.05494,799.12900,11337.62886,3251.80640,5401.08473,963.38460,34811.65329
1/5/2013 19:00,10370.56163,1453.03933,1503.38059,859.15830,12426.58792,3454.72420,6043.54605,1057.35677,37168.35478
1/5/2013 20:00,10363.84973,1474.05949,1542.04227,872.31951,12621.63350,3435.42463,6201.95672,1091.43215,37602.71799
1/5/2013 21:00,10252.90911,1485.26608,1558.19822,880.14522,12645.21896,3375.55078,6264.87855,1103.99872,37566.16563
1/5/2013 22:00,9948.27651,1463.32787,1563.09297,873.92707,12589.00944,3299.87515,6259.48128,1108.35119,37105.34148
1/5/2013 23:00,9509.78949,1411.13993,1552.29225,857.09880,12301.64082,3174.42822,6147.02075,1091.80340,36045.21367
1/6/2013 0:00,9070.22405,1385.49259,1535.22061,836.40924,11937.50504,3008.58474,5985.25839,1072.43138,34831.12604
1/6/2013 1:00,8694.86336,1338.71318,1525.56775,824.70985,11703.22912,2869.66178,5862.81656,1064.67734,33884.23893
1/6/2013 2:00,8463.12975,1321.10792,1521.33579,824.07900,11684.50001,2775.70604,5824.32780,1066.96845,33481.15475
1/6/2013 3:00,8362.77301,1310.59606,1520.98783,827.88076,11764.78473,2737.42975,5860.88936,1079.01465,33464.35614
1/6/2013 4:00,8336.52298,1318.73201,1530.87622,837.56387,11966.41186,2721.55522,5931.13994,1098.50369,33741.30579
1/6/2013 5:00,8408.86853,1348.91157,1545.07827,851.21789,12256.46484,2764.04577,6059.17834,1125.00768,34358.77290
1/6/2013 6:00,8604.66462,1383.20025,1567.23477,882.79985,12746.28252,2850.75985,6290.59170,1165.60147,35491.13502
1/6/2013 7:00,8872.72547,1457.73444,1589.28415,913.68702,13335.51878,2961.42298,6581.61601,1215.61088,36927.59973
1/6/2013 8:00,9057.09958,1499.72166,1623.17320,950.10532,13932.26643,3060.69734,6843.17346,1275.29957,38241.53656
1/6/2013 9:00,9257.45368,1513.46961,1635.56629,957.00055,14035.97897,3138.33496,6857.85133,1283.44335,38679.09874
1/6/2013 10:00,9340.01809,1491.40523,1611.49377,927.11895,13621.78873,3138.25266,6577.65382,1221.41130,37929.14255
1/6/2013 11:00,9205.12763,1429.97356,1570.62911,878.30059,12931.28598,2978.54122,6228.00329,1149.71546,36371.57685
1/6/2013 12:00,8965.99571,1329.22402,1525.89414,838.63787,12253.75564,2812.45531,5916.16946,1085.31383,34727.44598
1/6/2013 13:00,8768.75178,1269.73614,1487.56964,805.95779,11691.70909,2655.28176,5626.96895,1037.46685,33343.44199
1/6/2013 14:00,8563.68689,1188.41952,1470.08343,776.94240,11170.25962,2527.77205,5373.85383,990.45814,32061.47589
1/6/2013 15:00,8376.23232,1167.40621,1448.17821,752.83631,10704.37019,2451.34309,5164.08931,952.12239,31016.57802
1/6/2013 16:00,8319.22960,1142.03359,1423.34922,736.79341,10504.34286,2411.95256,5034.86456,931.16322,30503.72902
1/6/2013 17:00,8307.41882,1334.80268,1415.79124,740.32932,10569.47287,2425.27885,5080.00199,943.18963,30816.28540
1/6/2013 18:00,8795.60046,1413.10846,1419.01519,791.55136,11404.20351,2528.72216,5439.01820,986.97124,32778.19058
1/6/2013 19:00,9568.85829,1326.08971,1497.59378,861.21411,12601.34695,2851.59717,6161.67711,1075.66993,35944.04705
1/6/2013 20:00,9724.78656,1367.91058,1540.40247,885.85840,12960.24656,2949.72012,6373.14649,1121.51561,36923.58679
1/6/2013 21:00,9700.19752,1386.91344,1556.03075,893.93724,13115.46645,2987.30969,6425.53389,1128.48225,37193.87123
1/6/2013 22:00,9492.67424,1375.90246,1545.63982,878.44288,12955.76083,2955.36168,6344.77512,1114.50394,36663.06097
1/6/2013 23:00,9192.01001,1402.77111,1519.49980,855.70472,12567.07113,2872.14266,6092.37966,1093.50359,35595.08270
1/7/2013 0:00,8771.94617,1367.71397,1493.08494,829.02410,12109.57665,2714.59131,5801.30583,1061.29042,34148.53338
1/7/2013 1:00,8531.76043,1350.62969,1470.77729,822.06641,11918.43330,2631.52632,5697.26431,1048.83947,33471.29721
1/7/2013 2:00,8461.11539,1338.90778,1466.93370,828.63298,12024.52995,2567.78905,5699.51315,1058.24739,33445.66939
1/7/2013 3:00,8476.76785,1401.55272,1471.94979,842.93438,12253.99488,2549.00697,5808.71576,1074.49285,33879.41520
1/7/2013 4:00,8630.02714,1424.71661,1488.22174,863.99046,12633.02986,2566.99650,5992.03413,1097.06861,34696.08505
1/7/2013 5:00,9062.62164,1484.44340,1505.75608,892.44514,13347.47058,2654.43377,6322.27605,1133.32305,36402.76972
1/7/2013 6:00,9868.59432,1635.62553,1553.21539,958.56900,14605.22411,2918.66387,6895.06087,1214.43527,39649.38835
1/7/2013 7:00,10816.62704,1796.43084,1634.15541,1052.87907,16356.08440,3329.15234,7733.48253,1343.47228,44062.28389
1/7/2013 8:00,11003.24688,1874.06055,1687.08718,1069.26456,16907.15368,3468.12020,7974.89240,1383.77370,45367.59916
1/7/2013 9:00,10827.10899,1798.64537,1678.18909,1074.46526,16266.38339,3326.49786,7684.14827,1356.95517,44012.39342
1/7/2013 10:00,10678.67099,1709.66515,1665.21508,1045.13911,15447.05442,3179.76312,7330.18837,1307.83965,42363.53588
1/7/2013 11:00,10478.93578,1618.82147,1644.60398,969.45016,14563.10635,3129.67480,6916.70345,1255.81695,40577.11295
1/7/2013 12:00,10199.99705,1521.03085,1606.59299,924.55327,13680.68959,2959.02926,6538.67038,1201.12424,38631.68763
1/7/2013 13:00,9872.19992,1403.69496,1561.27671,882.43543,13007.50206,2849.81087,6195.65761,1152.09120,36924.66876
1/7/2013 14:00,9695.46846,1352.24956,1534.57065,860.03586,12468.87560,2765.94923,5918.69254,1111.72110,35707.56300
1/7/2013 15:00,9559.23945,1302.24674,1519.93129,842.81675,12175.76615,2702.53799,5763.82439,1075.58967,34941.95244
1/7/2013 16:00,9463.11181,1298.02979,1516.03485,838.77959,11991.45721,2675.06362,5705.37251,1058.98772,34546.83709
1/7/2013 17:00,9494.91578,1319.74863,1517.75665,846.81228,12265.27983,2692.03583,5860.19018,1068.78341,35065.52259
1/7/2013 18:00,9972.87282,1411.04107,1535.83894,885.57587,13132.54159,2821.37890,6270.46922,1113.28624,37143.00464
1/7/2013 19:00,10548.66675,1523.01629,1619.86559,937.89576,14034.57469,3066.25405,6750.27587,1200.15312,39680.70212
1/7/2013 20:00,10492.39302,1541.64100,1634.65123,937.42388,14037.53851,3140.41189,6753.49992,1210.53300,39748.09247
1/7/2013 21:00,10261.28285,1515.30464,1632.70442,933.23667,13803.92453,3133.13595,6596.73032,1200.05701,39076.37639
1/7/2013 22:00,9849.06631,1496.64163,1615.00981,906.46558,13252.62680,2889.86591,6298.73318,1170.52023,37478.92945
1/7/2013 23:00,9197.40453,1415.09305,1563.02371,855.45513,12244.78333,2671.73124,5778.21194,1106.41044,34832.11337
1/8/2013 0:00,8556.53639,1346.79241,1515.48622,808.53734,11350.72514,2416.28386,5279.60461,1048.71885,32322.68480
1/8/2013 1:00,8117.77215,1181.59955,1494.94773,781.01098,10760.58498,2221.98034,4941.21106,1008.84808,30507.95488
1/8/2013 2:00,7897.57372,1181.84610,1481.72955,767.39801,10411.06645,2131.84706,4788.90807,992.82104,29653.19000
1/8/2013 3:00,7807.12144,1151.84006,1486.32489,763.46720,10282.95209,2080.24592,4723.33502,987.07256,29282.35918
1/8/2013 4:00,7796.84312,1170.63694,1498.81383,769.67212,10298.27490,2064.73746,4755.21960,988.47642,29342.67440
1/8/2013 5:00,8015.82772,1186.66785,1523.98886,787.79162,10601.13390,2107.49037,4932.59182,1005.27714,30160.76928
1/8/2013 6:00,8691.41658,1285.60172,1574.05462,831.11561,11488.75604,2263.19599,5418.31020,1060.97891,32613.42965
1/8/2013 7:00,9639.92718,1447.02478,1642.15502,913.16605,13045.44630,2590.42642,6158.00521,1162.50306,36598.65403
1/8/2013 8:00,9926.43532,1495.99131,1681.64659,939.22695,13586.47764,2708.86326,6382.84139,1205.78330,37927.26575
1/8/2013 9:00,9783.25973,1460.97509,1648.12660,916.78579,13201.55125,2654.98128,6233.55798,1183.95004,37083.18774
1/8/2013 10:00,9860.74592,1441.55990,1645.49561,912.96027,13107.01391,2641.66046,6213.94781,1181.92484,37005.30873
1/8/2013 11:00,9982.63185,1463.49412,1645.97355,906.24230,13291.62033,2769.46325,6222.84024,1180.96831,37463.23394
1/8/2013 12:00,9971.98958,1467.92217,1628.55624,905.00561,13373.00130,2766.31754,6203.22366,1162.83807,37478.85418
1/8/2013 13:00,9884.15114,1457.83040,1607.77808,897.13763,13401.39973,2754.50399,6134.83292,1146.62540,37284.25929
1/8/2013 14:00,9860.84256,1444.75391,1585.27939,896.87054,13379.05124,2740.99674,6055.84435,1122.64295,37086.28168
1/8/2013 15:00,9793.05269,1406.39290,1569.50021,888.85222,13220.98795,2716.55752,5965.14157,1095.18693,36655.67198
1/8/2013 16:00,9745.01594,1410.74137,1570.81230,889.19566,13205.45377,2700.28601,5939.44450,1091.24469,36552.19424
1/8/2013 17:00,9694.30742,1393.44662,1522.13136,897.92922,13484.26162,2720.57825,6008.81604,1090.49026,36811.96077
1/8/2013 18:00,9861.22760,1407.03133,1490.87565,928.04579,14161.01288,2831.07611,6339.73031,1088.05997,38107.05963
1/8/2013 19:00,9965.55052,1470.14641,1592.34990,945.93794,14471.82096,3030.81697,6615.97868,1153.03704,39245.63841
1/8/2013 20:00,9796.22791,1436.00207,1618.99861,934.19004,14206.54203,3052.94209,6500.23050,1146.42452,38691.55778
1/8/2013 21:00,9592.51823,1375.72076,1621.41389,916.06302,13831.66964,3000.34708,6292.11717,1128.08874,37757.93852
1/8/2013 22:00,9182.83844,1307.26217,1596.36894,876.81640,13102.31463,2751.85176,5935.61867,1085.85133,35838.92235
1/8/2013 23:00,8577.18192,1197.68915,1536.52279,824.65823,12122.39928,2537.36614,5482.55866,1025.62973,33304.00589
1/9/2013 0:00,7963.23138,1096.75292,1481.99606,773.77498,11162.12249,2281.10635,5010.35968,962.33291,30731.67677
1/9/2013 1:00,7527.84800,1034.75371,1452.75185,740.33613,10499.79416,2111.64031,4694.31755,919.70476,28981.14647
1/9/2013 2:00,7286.13420,1012.19863,1442.83531,726.44996,10074.29283,2017.14850,4524.97520,898.39037,27982.42500
1/9/2013 3:00,7185.05613,983.73483,1439.89686,721.71499,9977.84200,1961.74878,4449.31723,893.63470,27612.94552
1/9/2013 4:00,7190.21740,971.80566,1442.87756,719.89240,9971.55443,1940.01037,4434.93422,894.45549,27565.74752
1/9/2013 5:00,7363.16821,978.28715,1449.19685,730.83685,10246.69562,1973.31679,4528.88536,908.29617,28178.68299
1/9/2013 6:00,7946.98430,1015.12215,1491.90042,773.55591,11091.22550,2126.24232,4938.10010,960.86172,30343.99244
1/9/2013 7:00,8879.92856,1159.38036,1576.05238,851.81042,12588.61238,2453.13626,5641.63849,1066.83179,34217.39063
1/9/2013 8:00,9188.92621,1214.03648,1628.06469,890.69160,13196.58205,2604.02239,5869.65746,1115.00776,35706.98863
1/9/2013 9:00,9146.85118,1207.49704,1615.46029,885.33687,12998.08215,2575.76436,5691.21251,1105.59461,35225.79899
1/9/2013 10:00,9279.25146,1211.73599,1627.75445,883.44247,12981.14716,2594.14325,5662.50913,1107.75060,35347.73450
1/9/2013 11:00,9517.41868,1223.84217,1650.91733,885.86898,13052.45448,2740.82231,5695.29988,1117.22381,35883.84764
1/9/2013 12:00,9693.21010,1226.61504,1670.46159,892.63998,13065.76240,2742.01756,5719.46525,1124.89848,36135.07038
1/9/2013 13:00,9818.51106,1225.40379,1665.03846,888.89477,12949.16216,2719.14488,5616.45793,1125.04114,36007.65417
1/9/2013 14:00,9889.78308,1225.17561,1670.48052,885.04271,12823.67372,2704.15101,5540.49976,1120.07861,35858.88503
1/9/2013 15:00,9821.08974,1204.21114,1656.59093,909.82753,12554.62731,2674.26555,5413.38786,1115.00916,35349.00921
1/9/2013 16:00,9689.87374,1202.96802,1669.96057,865.75976,12528.90434,2644.58317,5339.40063,1103.14098,35044.59119
1/9/2013 17:00,9611.87139,1245.32862,1688.32069,854.47315,12686.31002,2650.44371,5356.60162,1115.17124,35208.52043
1/9/2013 18:00,9745.60886,1265.24086,1687.61251,875.62857,13133.03880,2720.79999,5586.09218,1136.34330,36150.36507
1/9/2013 19:00,9958.94665,1294.93845,1689.43710,881.87752,13378.04533,2944.32391,5962.94936,1173.10143,37283.61976
1/9/2013 20:00,9795.25722,1273.33974,1669.81800,858.57621,13046.88434,2985.41331,5959.75865,1161.89263,36750.94010
1/9/2013 21:00,9535.80248,1252.93201,1654.48706,853.04285,12609.21206,2963.89393,5848.34126,1141.63548,35859.34713
1/9/2013 22:00,9136.88164,1210.80005,1619.58851,822.91356,11972.74681,2733.08517,5565.50535,1100.41777,34161.93885
1/9/2013 23:00,8515.61971,1079.44170,1557.29197,773.38142,11004.82581,2545.92384,5129.84309,1039.21518,31645.54271
1/10/2013 0:00,7899.01342,992.07297,1497.23608,730.92891,10020.67947,2315.37654,4733.49851,985.76514,29174.57104
1/10/2013 1:00,7527.84566,987.59351,1456.78750,697.00805,9418.50519,2185.20156,4493.93078,950.11124,27716.98348
1/10/2013 2:00,7284.37282,968.53633,1441.07506,683.20295,9020.31110,2110.54205,4386.01857,930.46111,26824.51998
